"department","education","gender","age","previous_year_rating","length_of_service","KPIs_met >80%","avg_training_score","is_promoted"
"Technology","Bachelor's","Male",32.0,3.0,6.0,0.0,73.0,0.0
"Sales & Marketing","Bachelor's","Male",33.0,1.0,7.0,0.0,48.0,0.0
"Procurement","Bachelor's","Female",35.0,3.0,6.0,0.0,66.0,0.0
"Analytics","Master's & above","Male",32.0,3.0,4.0,0.0,86.0,0.0
"Operations","Bachelor's","Male",31.0,3.0,6.0,0.0,59.0,0.0
"Operations","Bachelor's","Female",40.0,4.0,13.0,0.0,60.0,0.0
"Procurement","Master's & above","Male",43.0,2.0,7.0,0.0,70.0,0.0
"Operations","Master's & above","Male",38.0,3.0,6.0,0.0,60.0,0.0
"Sales & Marketing","Bachelor's","Male",36.0,5.0,8.0,0.0,49.0,0.0
"Procurement","Master's & above","Male",49.0,5.0,20.0,1.0,65.0,0.0
"Sales & Marketing","Bachelor's","Female",32.0,1.0,4.0,0.0,50.0,0.0
"Analytics","Bachelor's","Male",26.0,3.0,2.0,0.0,91.0,0.0
"Analytics","Bachelor's","Male",55.0,3.0,18.0,0.0,87.0,0.0
"HR","Master's & above","Female",35.0,3.0,5.0,0.0,50.0,0.0
"Operations","Master's & above","Female",36.0,4.0,6.0,1.0,59.0,0.0
"Sales & Marketing","Bachelor's","Male",29.0,5.0,4.0,1.0,45.0,0.0
"Procurement","Bachelor's","Male",46.0,3.0,19.0,1.0,72.0,0.0
"R&D","Bachelor's","Male",30.0,3.0,4.0,0.0,84.0,0.0
"Sales & Marketing","Bachelor's","Male",51.0,5.0,19.0,0.0,40.0,0.0
"Sales & Marketing","Master's & above","Male",37.0,3.0,7.0,0.0,54.0,0.0
"HR","Bachelor's","Female",31.0,3.0,7.0,0.0,51.0,0.0
"Operations","Master's & above","Female",38.0,4.0,9.0,1.0,65.0,0.0
"Sales & Marketing","Master's & above","Female",43.0,1.0,10.0,0.0,45.0,0.0
"Technology","Bachelor's","Male",29.0,3.0,4.0,0.0,81.0,0.0
"Technology","Master's & above","Female",30.0,3.0,2.0,0.0,79.0,0.0
"HR","Bachelor's","Female",49.0,5.0,22.0,1.0,50.0,0.0
"Analytics","Master's & above","Male",49.0,4.0,5.0,0.0,90.0,0.0
"Sales & Marketing","Master's & above","Male",36.0,2.0,5.0,0.0,48.0,0.0
"Procurement","Master's & above","Male",33.0,1.0,3.0,0.0,71.0,0.0
"Sales & Marketing","Master's & above","Male",52.0,3.0,25.0,0.0,49.0,0.0
"Operations","Bachelor's","Male",37.0,3.0,11.0,0.0,56.0,0.0
"Finance","Below Secondary","Male",25.0,3.0,3.0,0.0,61.0,0.0
"Technology","Master's & above","Female",37.0,4.0,13.0,0.0,79.0,0.0
"Operations","Bachelor's","Male",35.0,5.0,10.0,1.0,59.0,1.0
"Technology","Bachelor's","Female",33.0,3.0,4.0,1.0,76.0,1.0
"Procurement","Bachelor's","Female",33.0,5.0,9.0,1.0,71.0,0.0
"Technology","Bachelor's","Female",59.0,3.0,28.0,0.0,78.0,0.0
"Operations","Bachelor's","Female",38.0,2.0,8.0,0.0,59.0,0.0
"Operations","Bachelor's","Male",48.0,4.0,13.0,0.0,57.0,0.0
"Legal","Bachelor's","Male",31.0,3.0,1.0,1.0,62.0,0.0
"Technology","Master's & above","Female",32.0,1.0,5.0,0.0,77.0,0.0
"Procurement","Bachelor's","Male",24.0,3.0,2.0,0.0,63.0,0.0
"Technology","Master's & above","Male",37.0,5.0,5.0,1.0,77.0,0.0
"Sales & Marketing","Bachelor's","Female",32.0,5.0,8.0,1.0,46.0,1.0
"Sales & Marketing","Bachelor's","Male",31.0,3.0,2.0,0.0,48.0,0.0
"Operations","Bachelor's","Male",45.0,3.0,5.0,1.0,61.0,0.0
"Sales & Marketing","Bachelor's","Male",57.0,5.0,6.0,0.0,45.0,0.0
"Operations","Master's & above","Male",39.0,2.0,8.0,0.0,59.0,0.0
"Procurement","Master's & above","Male",42.0,1.0,4.0,0.0,70.0,0.0
"Operations","Bachelor's","Female",45.0,3.0,4.0,0.0,65.0,1.0
"Operations","Master's & above","Male",41.0,3.0,3.0,1.0,61.0,0.0
"Technology","Master's & above","Female",41.0,1.0,11.0,0.0,74.0,0.0
"Sales & Marketing","Master's & above","Male",34.0,1.0,7.0,0.0,50.0,0.0
"Sales & Marketing","Bachelor's","Male",47.0,5.0,18.0,0.0,52.0,0.0
"Sales & Marketing","Master's & above","Male",33.0,5.0,7.0,1.0,51.0,0.0
"Operations","Master's & above","Female",48.0,3.0,15.0,0.0,69.0,1.0
"Operations","Bachelor's","Male",34.0,4.0,3.0,0.0,60.0,0.0
"Sales & Marketing","Master's & above","Male",35.0,5.0,4.0,1.0,47.0,0.0
"Analytics","Master's & above","Male",35.0,5.0,4.0,1.0,84.0,0.0
"Technology","Bachelor's","Female",26.0,3.0,2.0,0.0,79.0,0.0
"Sales & Marketing","Master's & above","Male",45.0,3.0,17.0,0.0,49.0,0.0
"Sales & Marketing","Master's & above","Female",31.0,3.0,1.0,0.0,54.0,0.0
"Sales & Marketing","Bachelor's","Male",30.0,5.0,7.0,0.0,49.0,0.0
"Sales & Marketing","Bachelor's","Male",46.0,1.0,5.0,0.0,50.0,0.0
"Operations","Bachelor's","Female",60.0,5.0,4.0,1.0,56.0,0.0
"Operations","Bachelor's","Male",44.0,5.0,11.0,1.0,55.0,0.0
"Technology","Master's & above","Male",35.0,3.0,3.0,0.0,86.0,0.0
"Sales & Marketing","Bachelor's","Male",33.0,2.0,6.0,0.0,52.0,0.0
"Operations","Bachelor's","Male",38.0,4.0,8.0,1.0,55.0,0.0
"Technology","Master's & above","Male",39.0,3.0,5.0,0.0,80.0,0.0
"Sales & Marketing","Bachelor's","Male",30.0,3.0,2.0,0.0,50.0,0.0
"Sales & Marketing","Bachelor's","Male",57.0,4.0,3.0,0.0,50.0,0.0
"Sales & Marketing","Bachelor's","Female",34.0,1.0,7.0,0.0,50.0,0.0
"Operations","Bachelor's","Male",38.0,3.0,4.0,1.0,66.0,0.0
"Procurement","Master's & above","Male",45.0,3.0,16.0,0.0,87.0,1.0
"Sales & Marketing","Master's & above","Male",40.0,1.0,11.0,0.0,53.0,0.0
"Procurement","Bachelor's","Male",32.0,3.0,3.0,0.0,70.0,0.0
"Sales & Marketing","Bachelor's","Female",29.0,3.0,2.0,0.0,48.0,0.0
"Finance","Bachelor's","Female",39.0,4.0,11.0,0.0,59.0,0.0
"Analytics","Bachelor's","Male",32.0,3.0,7.0,0.0,80.0,0.0
"Operations","Master's & above","Male",57.0,4.0,7.0,1.0,58.0,0.0
"Procurement","Bachelor's","Female",36.0,3.0,4.0,1.0,72.0,0.0
"Sales & Marketing","Bachelor's","Male",34.0,1.0,5.0,0.0,46.0,0.0
"HR","Master's & above","Female",33.0,5.0,7.0,1.0,50.0,0.0
"Technology","Master's & above","Male",39.0,2.0,4.0,1.0,81.0,0.0
"Finance","Bachelor's","Female",32.0,4.0,8.0,0.0,59.0,0.0
"Technology","Bachelor's","Male",31.0,3.0,6.0,0.0,77.0,0.0
"Sales & Marketing","Bachelor's","Male",31.0,1.0,7.0,1.0,52.0,0.0
"Procurement","Bachelor's","Female",25.0,3.0,3.0,0.0,68.0,0.0
"Sales & Marketing","Bachelor's","Female",43.0,5.0,4.0,1.0,50.0,0.0
"Procurement","Master's & above","Female",50.0,1.0,16.0,0.0,68.0,0.0
"Operations","Master's & above","Male",32.0,3.0,4.0,1.0,64.0,1.0
"Finance","Bachelor's","Male",28.0,3.0,2.0,0.0,59.0,0.0
"Sales & Marketing","Bachelor's","Male",32.0,1.0,5.0,0.0,51.0,0.0
"Sales & Marketing","Bachelor's","Male",34.0,5.0,5.0,0.0,49.0,0.0
"Operations","Bachelor's","Male",30.0,5.0,4.0,0.0,55.0,0.0
"Operations","Master's & above","Female",33.0,5.0,6.0,0.0,74.0,1.0
"Procurement","Master's & above","Male",46.0,4.0,19.0,1.0,70.0,0.0
"Sales & Marketing","Bachelor's","Male",35.0,4.0,10.0,1.0,50.0,1.0
"Operations","Bachelor's","Male",33.0,5.0,8.0,1.0,59.0,1.0
"Operations","Bachelor's","Male",30.0,4.0,4.0,0.0,59.0,0.0
"Procurement","Bachelor's","Male",33.0,5.0,4.0,1.0,71.0,0.0
"Sales & Marketing","Bachelor's","Male",28.0,4.0,5.0,0.0,52.0,0.0
"Technology","Master's & above","Male",38.0,3.0,8.0,0.0,84.0,0.0
"Sales & Marketing","Bachelor's","Female",34.0,2.0,7.0,1.0,49.0,1.0
"Procurement","Bachelor's","Female",30.0,3.0,5.0,0.0,73.0,0.0
"Operations","Bachelor's","Female",29.0,2.0,7.0,0.0,60.0,0.0
"R&D","Bachelor's","Male",30.0,3.0,3.0,0.0,83.0,0.0
"Sales & Marketing","Bachelor's","Male",38.0,4.0,10.0,0.0,50.0,0.0
"Operations","Bachelor's","Male",40.0,3.0,11.0,0.0,60.0,0.0
"HR","Master's & above","Female",53.0,4.0,25.0,0.0,47.0,0.0
"Sales & Marketing","Bachelor's","Female",26.0,3.0,2.0,0.0,49.0,0.0
"Procurement","Bachelor's","Male",28.0,3.0,4.0,0.0,65.0,0.0
"HR","Bachelor's","Female",30.0,3.0,3.0,0.0,51.0,0.0
"Operations","Master's & above","Male",59.0,4.0,4.0,1.0,56.0,0.0
"Technology","Bachelor's","Male",31.0,3.0,4.0,0.0,83.0,0.0
"Procurement","Bachelor's","Female",26.0,3.0,2.0,0.0,69.0,0.0
"Operations","Master's & above","Female",37.0,3.0,10.0,0.0,62.0,0.0
"Operations","Bachelor's","Female",25.0,3.0,1.0,0.0,62.0,0.0
"Technology","Bachelor's","Male",27.0,2.0,3.0,1.0,78.0,0.0
"Operations","Master's & above","Male",39.0,4.0,10.0,0.0,60.0,0.0
"Analytics","Bachelor's","Male",36.0,5.0,3.0,1.0,91.0,1.0
"Procurement","Master's & above","Male",35.0,5.0,6.0,1.0,91.0,1.0
"Procurement","Master's & above","Male",37.0,5.0,9.0,1.0,75.0,0.0
"Technology","Master's & above","Male",35.0,1.0,9.0,0.0,80.0,0.0
"Sales & Marketing","Master's & above","Female",30.0,1.0,5.0,0.0,54.0,0.0
"R&D","Bachelor's","Male",30.0,5.0,1.0,0.0,96.0,1.0
"Technology","Bachelor's","Male",45.0,4.0,3.0,0.0,83.0,0.0
"Procurement","Master's & above","Male",36.0,3.0,7.0,1.0,71.0,0.0
"Sales & Marketing","Bachelor's","Male",37.0,3.0,4.0,0.0,50.0,0.0
"Procurement","Bachelor's","Female",39.0,3.0,4.0,0.0,73.0,0.0
"Operations","Bachelor's","Male",37.0,5.0,6.0,0.0,59.0,0.0
"Procurement","Master's & above","Male",40.0,3.0,12.0,0.0,70.0,0.0
"Sales & Marketing","Bachelor's","Male",30.0,5.0,3.0,1.0,52.0,0.0
"Operations","Master's & above","Male",36.0,4.0,7.0,0.0,56.0,0.0
"Sales & Marketing","Bachelor's","Female",27.0,2.0,4.0,0.0,57.0,0.0
"Operations","Bachelor's","Female",29.0,1.0,4.0,0.0,57.0,0.0
"Technology","Bachelor's","Female",31.0,3.0,5.0,1.0,82.0,0.0
"Procurement","Master's & above","Male",36.0,4.0,7.0,1.0,67.0,0.0
"Operations","Bachelor's","Male",30.0,4.0,4.0,0.0,57.0,0.0
"Analytics","Master's & above","Male",32.0,3.0,6.0,1.0,86.0,0.0
"Sales & Marketing","Bachelor's","Male",29.0,5.0,2.0,0.0,50.0,0.0
"Sales & Marketing","Master's & above","Male",38.0,1.0,8.0,0.0,47.0,0.0
"Procurement","Master's & above","Female",51.0,3.0,15.0,0.0,71.0,0.0
"Finance","Master's & above","Male",32.0,3.0,8.0,0.0,58.0,0.0
"Technology","Master's & above","Female",36.0,3.0,5.0,1.0,83.0,0.0
"Operations","Bachelor's","Male",30.0,5.0,5.0,1.0,57.0,0.0
"Finance","Bachelor's","Female",26.0,3.0,5.0,0.0,56.0,0.0
"R&D","Bachelor's","Male",32.0,5.0,3.0,1.0,83.0,1.0
"Sales & Marketing","Bachelor's","Male",26.0,3.0,3.0,0.0,50.0,0.0
"Analytics","Bachelor's","Male",30.0,4.0,2.0,0.0,83.0,0.0
"Sales & Marketing","Bachelor's","Female",28.0,1.0,2.0,0.0,50.0,0.0
"Sales & Marketing","Bachelor's","Male",40.0,3.0,18.0,1.0,55.0,1.0
"Legal","Bachelor's","Male",33.0,1.0,6.0,0.0,66.0,0.0
"Operations","Bachelor's","Male",30.0,4.0,2.0,1.0,61.0,0.0
"Sales & Marketing","Master's & above","Female",37.0,3.0,9.0,0.0,44.0,0.0
"Analytics","Bachelor's","Male",31.0,3.0,2.0,0.0,84.0,0.0
"Sales & Marketing","Bachelor's","Male",43.0,3.0,3.0,0.0,48.0,0.0
"Sales & Marketing","Master's & above","Female",39.0,1.0,10.0,1.0,52.0,1.0
"Procurement","Master's & above","Male",41.0,2.0,12.0,0.0,71.0,0.0
"R&D","Master's & above","Male",35.0,5.0,4.0,1.0,85.0,0.0
"Sales & Marketing","Master's & above","Male",33.0,2.0,7.0,0.0,53.0,0.0
"Sales & Marketing","Master's & above","Male",35.0,3.0,3.0,0.0,47.0,0.0
"Sales & Marketing","Bachelor's","Male",30.0,2.0,8.0,1.0,50.0,0.0
"Procurement","Bachelor's","Male",29.0,3.0,2.0,0.0,68.0,0.0
"Sales & Marketing","Bachelor's","Male",28.0,5.0,2.0,1.0,50.0,0.0
"Operations","Master's & above","Female",48.0,5.0,15.0,1.0,61.0,0.0
"Technology","Bachelor's","Male",31.0,3.0,3.0,0.0,79.0,0.0
"Sales & Marketing","Bachelor's","Male",26.0,1.0,3.0,1.0,50.0,0.0
"Operations","Master's & above","Female",38.0,3.0,2.0,1.0,61.0,0.0
"Technology","Master's & above","Female",49.0,1.0,24.0,0.0,77.0,0.0
"Sales & Marketing","Bachelor's","Female",35.0,5.0,7.0,0.0,48.0,0.0
"Finance","Bachelor's","Female",46.0,3.0,3.0,0.0,59.0,0.0
"Procurement","Master's & above","Male",34.0,2.0,6.0,0.0,69.0,0.0
"Finance","Bachelor's","Female",30.0,1.0,3.0,1.0,59.0,0.0
"Sales & Marketing","Master's & above","Male",49.0,3.0,17.0,0.0,48.0,0.0
"Procurement","Master's & above","Female",35.0,3.0,5.0,0.0,68.0,0.0
"R&D","Master's & above","Male",34.0,4.0,4.0,0.0,83.0,0.0
"Sales & Marketing","Bachelor's","Male",26.0,2.0,5.0,0.0,46.0,0.0
"Operations","Master's & above","Female",37.0,3.0,4.0,0.0,58.0,0.0
"Analytics","Bachelor's","Male",25.0,4.0,2.0,0.0,80.0,0.0
"Sales & Marketing","Bachelor's","Male",47.0,4.0,16.0,1.0,48.0,1.0
"Analytics","Bachelor's","Male",28.0,2.0,5.0,0.0,85.0,0.0
"Sales & Marketing","Bachelor's","Male",32.0,5.0,10.0,1.0,48.0,0.0
"Procurement","Bachelor's","Male",34.0,3.0,4.0,0.0,71.0,0.0
"Legal","Bachelor's","Male",32.0,2.0,6.0,0.0,59.0,0.0
"Procurement","Master's & above","Male",32.0,2.0,5.0,0.0,72.0,0.0
"Sales & Marketing","Bachelor's","Male",29.0,4.0,3.0,0.0,52.0,0.0
"Operations","Bachelor's","Male",32.0,4.0,4.0,1.0,57.0,1.0
"Sales & Marketing","Bachelor's","Male",27.0,3.0,2.0,0.0,52.0,0.0
"Sales & Marketing","Bachelor's","Male",34.0,5.0,4.0,1.0,51.0,0.0
"Sales & Marketing","Master's & above","Female",36.0,3.0,8.0,0.0,48.0,0.0
"Operations","Bachelor's","Male",26.0,5.0,2.0,1.0,59.0,0.0
"Sales & Marketing","Master's & above","Male",33.0,4.0,3.0,1.0,94.0,1.0
"Sales & Marketing","Master's & above","Male",47.0,1.0,3.0,0.0,45.0,0.0
"Sales & Marketing","Bachelor's","Male",42.0,3.0,2.0,0.0,48.0,0.0
"Sales & Marketing","Master's & above","Male",38.0,1.0,8.0,0.0,54.0,0.0
"Technology","Bachelor's","Female",32.0,5.0,8.0,0.0,93.0,1.0
"Procurement","Bachelor's","Female",44.0,3.0,16.0,0.0,70.0,0.0
"Sales & Marketing","Master's & above","Male",33.0,4.0,5.0,1.0,46.0,0.0
"Sales & Marketing","Bachelor's","Male",27.0,3.0,3.0,0.0,55.0,0.0
"Technology","Master's & above","Male",50.0,5.0,14.0,0.0,85.0,0.0
"Procurement","Bachelor's","Female",29.0,3.0,4.0,0.0,71.0,0.0
"Procurement","Bachelor's","Male",29.0,5.0,4.0,0.0,84.0,1.0
"Analytics","Bachelor's","Male",44.0,5.0,7.0,1.0,84.0,0.0
"Operations","Bachelor's","Female",32.0,4.0,2.0,1.0,61.0,0.0
"Analytics","Master's & above","Male",30.0,3.0,6.0,0.0,83.0,0.0
"Operations","Bachelor's","Male",37.0,5.0,4.0,1.0,59.0,0.0
"Operations","Bachelor's","Female",37.0,3.0,5.0,1.0,59.0,0.0
"Sales & Marketing","Bachelor's","Male",32.0,1.0,4.0,0.0,52.0,0.0
"Procurement","Bachelor's","Male",36.0,3.0,2.0,0.0,66.0,0.0
"Procurement","Bachelor's","Female",34.0,3.0,4.0,1.0,62.0,0.0
"Finance","Bachelor's","Female",30.0,3.0,3.0,0.0,65.0,0.0
"Sales & Marketing","Master's & above","Male",31.0,1.0,2.0,0.0,51.0,0.0
"Technology","Bachelor's","Male",41.0,5.0,7.0,0.0,83.0,0.0
"Operations","Master's & above","Male",33.0,2.0,7.0,0.0,57.0,0.0
"Operations","Bachelor's","Male",25.0,4.0,3.0,0.0,58.0,0.0
"Operations","Bachelor's","Female",39.0,3.0,6.0,1.0,58.0,0.0
"Procurement","Bachelor's","Female",31.0,3.0,6.0,0.0,70.0,0.0
"Technology","Master's & above","Female",56.0,2.0,16.0,0.0,79.0,0.0
"Sales & Marketing","Bachelor's","Male",30.0,1.0,3.0,0.0,50.0,0.0
"Operations","Bachelor's","Male",29.0,5.0,5.0,1.0,63.0,1.0
"Sales & Marketing","Master's & above","Male",31.0,4.0,3.0,0.0,50.0,0.0
"R&D","Master's & above","Male",28.0,4.0,2.0,0.0,82.0,0.0
"Analytics","Bachelor's","Male",30.0,2.0,3.0,0.0,82.0,0.0
"Analytics","Bachelor's","Male",30.0,1.0,2.0,0.0,84.0,0.0
"Procurement","Bachelor's","Female",29.0,4.0,6.0,1.0,65.0,0.0
"Operations","Bachelor's","Female",31.0,3.0,3.0,1.0,60.0,0.0
"Analytics","Bachelor's","Male",30.0,3.0,6.0,1.0,84.0,1.0
"Operations","Bachelor's","Male",44.0,5.0,4.0,1.0,60.0,0.0
"Procurement","Master's & above","Female",31.0,1.0,6.0,0.0,70.0,0.0
"Technology","Bachelor's","Female",35.0,4.0,3.0,0.0,77.0,0.0
"Procurement","Master's & above","Male",41.0,3.0,3.0,0.0,73.0,0.0
"Sales & Marketing","Bachelor's","Male",33.0,5.0,7.0,1.0,47.0,0.0
"Technology","Bachelor's","Male",33.0,5.0,4.0,1.0,81.0,0.0
"Operations","Below Secondary","Male",26.0,5.0,3.0,0.0,60.0,0.0
"Sales & Marketing","Bachelor's","Male",47.0,4.0,19.0,0.0,48.0,0.0
"Sales & Marketing","Bachelor's","Male",28.0,5.0,5.0,1.0,51.0,0.0
"Sales & Marketing","Bachelor's","Male",32.0,1.0,5.0,0.0,52.0,0.0
"Sales & Marketing","Bachelor's","Male",36.0,3.0,10.0,0.0,50.0,0.0
"Procurement","Master's & above","Female",39.0,3.0,5.0,0.0,68.0,0.0
"Technology","Bachelor's","Female",29.0,5.0,2.0,1.0,81.0,0.0
"Operations","Bachelor's","Male",48.0,2.0,4.0,0.0,58.0,0.0
"HR","Bachelor's","Male",32.0,3.0,5.0,0.0,49.0,0.0
"Operations","Bachelor's","Female",39.0,2.0,5.0,0.0,63.0,0.0
"Operations","Master's & above","Male",53.0,4.0,19.0,1.0,57.0,0.0
"Sales & Marketing","Bachelor's","Male",42.0,3.0,4.0,0.0,53.0,0.0
"Finance","Master's & above","Female",35.0,5.0,4.0,0.0,59.0,0.0
"Analytics","Bachelor's","Male",30.0,1.0,4.0,0.0,82.0,0.0
"Operations","Bachelor's","Male",26.0,5.0,3.0,0.0,56.0,0.0
"Sales & Marketing","Bachelor's","Male",35.0,5.0,3.0,1.0,45.0,1.0
"Sales & Marketing","Bachelor's","Male",45.0,1.0,5.0,0.0,52.0,0.0
"Procurement","Bachelor's","Male",37.0,3.0,9.0,0.0,64.0,0.0
"Operations","Bachelor's","Female",42.0,5.0,10.0,1.0,59.0,0.0
"Sales & Marketing","Master's & above","Male",43.0,5.0,14.0,1.0,50.0,0.0
"Operations","Bachelor's","Male",27.0,5.0,2.0,1.0,58.0,0.0
"Sales & Marketing","Master's & above","Male",38.0,1.0,10.0,0.0,50.0,0.0
"Analytics","Master's & above","Male",31.0,4.0,5.0,1.0,82.0,0.0
"Operations","Bachelor's","Female",30.0,2.0,2.0,0.0,64.0,0.0
"Sales & Marketing","Master's & above","Male",35.0,1.0,4.0,0.0,48.0,0.0
"Operations","Master's & above","Female",38.0,5.0,4.0,1.0,63.0,0.0
"R&D","Bachelor's","Male",30.0,5.0,2.0,0.0,85.0,0.0
"Sales & Marketing","Bachelor's","Male",28.0,3.0,2.0,0.0,52.0,0.0
"Operations","Master's & above","Male",42.0,4.0,7.0,0.0,59.0,0.0
"Procurement","Bachelor's","Male",33.0,2.0,7.0,0.0,68.0,0.0
"Sales & Marketing","Master's & above","Male",39.0,4.0,4.0,0.0,45.0,0.0
"Technology","Master's & above","Female",43.0,4.0,6.0,0.0,81.0,0.0
"Operations","Bachelor's","Female",30.0,4.0,7.0,0.0,59.0,0.0
"Analytics","Master's & above","Male",37.0,3.0,3.0,1.0,85.0,0.0
"Technology","Bachelor's","Male",33.0,4.0,6.0,1.0,81.0,0.0
"Sales & Marketing","Master's & above","Male",38.0,5.0,10.0,0.0,49.0,0.0
"Analytics","Bachelor's","Female",27.0,3.0,3.0,1.0,85.0,1.0
"Operations","Bachelor's","Female",24.0,5.0,2.0,0.0,55.0,0.0
"Operations","Bachelor's","Female",35.0,2.0,10.0,0.0,58.0,0.0
"Operations","Master's & above","Male",42.0,5.0,2.0,1.0,57.0,0.0
"Sales & Marketing","Master's & above","Male",32.0,3.0,7.0,0.0,53.0,0.0
"Sales & Marketing","Bachelor's","Male",25.0,3.0,2.0,0.0,45.0,0.0
"Procurement","Master's & above","Female",35.0,5.0,6.0,1.0,67.0,0.0
"Technology","Master's & above","Female",54.0,3.0,24.0,0.0,75.0,0.0
"Sales & Marketing","Bachelor's","Male",33.0,2.0,3.0,0.0,45.0,0.0
"Analytics","Bachelor's","Male",28.0,3.0,2.0,1.0,86.0,1.0
"HR","Master's & above","Female",36.0,3.0,8.0,0.0,44.0,0.0
"Procurement","Master's & above","Female",51.0,3.0,7.0,1.0,72.0,0.0
"Operations","Bachelor's","Female",31.0,3.0,2.0,0.0,57.0,0.0
"Sales & Marketing","Bachelor's","Male",25.0,1.0,4.0,0.0,47.0,0.0
"HR","Master's & above","Male",45.0,3.0,3.0,0.0,51.0,0.0
"Finance","Bachelor's","Male",31.0,3.0,4.0,0.0,64.0,0.0
"HR","Bachelor's","Male",39.0,3.0,11.0,0.0,53.0,0.0
"Procurement","Bachelor's","Female",39.0,4.0,5.0,1.0,73.0,0.0
"Procurement","Bachelor's","Female",25.0,2.0,2.0,1.0,66.0,0.0
"Operations","Master's & above","Female",37.0,5.0,8.0,1.0,99.0,1.0
"Technology","Bachelor's","Male",29.0,5.0,3.0,1.0,80.0,0.0
"Sales & Marketing","Bachelor's","Male",27.0,1.0,5.0,0.0,52.0,0.0
"Operations","Bachelor's","Male",27.0,4.0,3.0,0.0,59.0,0.0
"Sales & Marketing","Bachelor's","Male",47.0,4.0,6.0,0.0,51.0,0.0
"Finance","Master's & above","Male",36.0,4.0,3.0,0.0,55.0,0.0
"Operations","Bachelor's","Male",35.0,5.0,9.0,1.0,58.0,0.0
"Sales & Marketing","Bachelor's","Male",35.0,3.0,8.0,0.0,51.0,0.0
"Technology","Bachelor's","Female",32.0,3.0,5.0,1.0,82.0,0.0
"Finance","Master's & above","Male",33.0,3.0,3.0,1.0,60.0,1.0
"Sales & Marketing","Master's & above","Female",32.0,2.0,5.0,0.0,56.0,0.0
"Procurement","Bachelor's","Male",41.0,5.0,4.0,1.0,73.0,0.0
"Finance","Master's & above","Male",40.0,5.0,4.0,0.0,58.0,0.0
"Operations","Bachelor's","Female",31.0,3.0,4.0,0.0,55.0,0.0
"Technology","Bachelor's","Male",25.0,3.0,2.0,0.0,78.0,0.0
"Legal","Master's & above","Male",58.0,3.0,15.0,1.0,60.0,0.0
"Sales & Marketing","Bachelor's","Female",27.0,1.0,4.0,0.0,53.0,0.0
"Sales & Marketing","Bachelor's","Male",29.0,5.0,5.0,1.0,52.0,0.0
"Sales & Marketing","Bachelor's","Male",33.0,4.0,8.0,0.0,46.0,0.0
"Operations","Bachelor's","Female",32.0,4.0,2.0,1.0,59.0,0.0
"Finance","Master's & above","Female",36.0,5.0,2.0,1.0,57.0,0.0
"Procurement","Master's & above","Female",37.0,3.0,3.0,0.0,72.0,0.0
"HR","Bachelor's","Male",30.0,5.0,7.0,1.0,51.0,0.0
"Technology","Master's & above","Male",43.0,2.0,7.0,0.0,77.0,0.0
"Technology","Master's & above","Female",31.0,3.0,5.0,1.0,81.0,0.0
"R&D","Master's & above","Male",34.0,4.0,4.0,0.0,86.0,0.0
"Operations","Bachelor's","Male",45.0,4.0,18.0,1.0,61.0,0.0
"Analytics","Master's & above","Male",30.0,3.0,6.0,0.0,80.0,0.0
"Analytics","Bachelor's","Male",39.0,3.0,6.0,0.0,84.0,0.0
"Technology","Master's & above","Male",34.0,5.0,5.0,1.0,81.0,0.0
"Technology","Master's & above","Male",36.0,2.0,8.0,0.0,86.0,0.0
"Technology","Bachelor's","Male",25.0,4.0,3.0,0.0,80.0,0.0
"Sales & Marketing","Bachelor's","Male",28.0,4.0,4.0,0.0,45.0,0.0
"Finance","Bachelor's","Male",31.0,2.0,5.0,0.0,60.0,0.0
"Procurement","Master's & above","Female",49.0,5.0,7.0,1.0,73.0,0.0
"Technology","Master's & above","Female",39.0,4.0,4.0,1.0,78.0,1.0
"Sales & Marketing","Bachelor's","Male",49.0,3.0,19.0,0.0,50.0,0.0
"Procurement","Master's & above","Female",37.0,3.0,9.0,0.0,67.0,0.0
"Technology","Bachelor's","Female",38.0,2.0,5.0,1.0,79.0,0.0
"Operations","Bachelor's","Male",38.0,4.0,10.0,0.0,59.0,0.0
"Sales & Marketing","Master's & above","Male",44.0,1.0,9.0,0.0,54.0,0.0
"Technology","Bachelor's","Male",30.0,4.0,2.0,1.0,84.0,0.0
"Analytics","Master's & above","Male",34.0,2.0,6.0,0.0,86.0,0.0
"Operations","Master's & above","Female",34.0,5.0,7.0,0.0,61.0,0.0
"Technology","Master's & above","Female",35.0,1.0,4.0,0.0,81.0,0.0
"Procurement","Bachelor's","Female",38.0,2.0,4.0,0.0,65.0,0.0
"Procurement","Bachelor's","Female",40.0,3.0,7.0,0.0,68.0,0.0
"Legal","Bachelor's","Female",52.0,3.0,4.0,1.0,55.0,0.0
"Sales & Marketing","Bachelor's","Male",60.0,2.0,12.0,0.0,48.0,0.0
"Operations","Bachelor's","Male",32.0,2.0,5.0,1.0,62.0,0.0
"HR","Bachelor's","Male",28.0,2.0,2.0,1.0,52.0,1.0
"Sales & Marketing","Bachelor's","Male",28.0,1.0,3.0,0.0,52.0,0.0
"Operations","Master's & above","Female",51.0,5.0,16.0,1.0,62.0,0.0
"Sales & Marketing","Master's & above","Male",33.0,4.0,5.0,0.0,49.0,0.0
"Sales & Marketing","Master's & above","Female",31.0,3.0,1.0,0.0,47.0,0.0
